Linjenr,Løpenummer,Navn,Type,Hovedeier,Org_nr__hovedeier,Fylke,Fylkesnr_,Kommune,Kommunenr_,Dato_for_første_utnyttelse_av_fallet,Dato_for_eldste_kraftproduserende_del,Maks_ytelse_.MW.,Midl__årsproduksjon_.ref__1981.2010._.GWh.,Brutto_fallhøyde_.m.,Maksimal_slukeevne_.m3.s.,Energiekvivalent_.kWh.m3.,Elspotområde,Reginenr,Vannregion,Year_start,PZ
1064,1931,Langedal,Kraftverk,LANGEDAL_KRAFT_AS,915341500,Vestland,46,Kinn,2,22.08.2018,22.08.2018,3,12.6,138,2.57,0.324,3,085.C1A,85,2018,4
1077,1901,Sigdestad,Kraftverk,SIGDESTAD_KRAFTVERK_AS,917886202,Vestland,46,Bremanger,48,28.06.2018,28.06.2018,8.99,28,139.7,7.5,0.333,3,086.5A,86,2018,4
1104,1939,Langedalselva,Kraftverk,LANGEDALSELVA_KRAFT_AS,919559330,Vestland,46,Gloppen,50,21.11.2018,21.11.2018,0.99,6.4,283.9,0.47,0.585,3,087.1AZ,87,2018,4
1110,1922,Timbra,Kraftverk,NYDALSELVA_KRAFT_AS,893040412,Vestland,46,Gloppen,50,01.05.2018,01.05.2018,2.9,9.5,355,0.96,0.839,3,087.CB2B,87,2018,4
1111,1947,Traudalen,Kraftverk,TRAUDALEN_KRAFTVERK_AS,997011902,Vestland,46,Gloppen,50,21.11.2018,21.11.2018,0.99,7,226,0.55,0.5,3,087.1B,87,2018,4
1156,1952,Tenneelva,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Vanylven,11,20.12.2018,20.12.2018,3.4,10.3,403.9,0.97,0.974,3,093.3A6,93,2018,5
1254,1891,Vengåa,Kraftverk,VENGÅKRAFT_AS,889234512,Møre_og_Romsdal,15,Rauma,39,06.09.2018,06.09.2018,4.55,11,291,1.9,0.665,3,103.4AAA,103,2018,5
1423,1934,Storåselva,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Snåase_%u2013_Snåsa,41,07.05.2018,07.05.2018,25.5,75,124,23.4,0.303,3,128.F3,128,2018,6
1491,1945,Grytendal,Kraftverk,SMÅKRAFT_GREEN_BOND_1_AS,921075758,Nordland,18,Bindal,11,27.11.2018,27.11.2018,6.35,21.3,165.2,4.5,0.392,4,144.61AB0,144,2018,7
1498,1855,Tverråa,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Brønnøy,13,09.05.2018,09.05.2018,4.7,16,105,5.88,0.222,4,144.7AZ,144,2018,7
1538,1943,Laskbekken,Kraftverk,STORFORSHEI_NATURKRAFT_AS,985229244,Nordland,18,Rana,33,25.06.2018,25.06.2018,0.99,3.3,181,0.75,0.367,4,156.D2D2BZ,156,2018,8
1720,1928,Mølleelva,Kraftverk,ALTA_KRAFTLAG_SA,971029390,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Alta,3,19.04.2018,19.04.2018,4.5,11.9,395.64,1.42,0.88,4,212.3Z,212,2018,12
46,1890,Kvernåi,Kraftverk,SMÅKRAFT_AS,984616155,Innlandet,34,Lesja,32,04.05.2017,04.05.2017,2.83,7.1,366.3,0.9,0.873,3,002.DK0,2,2017,1
93,1916,Søkkunda,Kraftverk,SØKKUNDA_KRAFTVERK_AS,915099807,Innlandet,34,Stor-Elvdal,23,20.12.2017,20.12.2017,9,25,239,5.1,0.49,1,002.K6A32,2,2017,1
147,1940,Iungsdalshytta,Kraftverk,DEN_NORSKE_TURISTFORENING,979469241,Viken,30,Hol,44,01.09.2017,01.09.2017,0.06,0.1,25,0.3,0.056,5,012.CFBG2,12,2017,1
319,1897,Nedre_Urdalen,Kraftverk,NEDRE_URDALEN_MINIKRAFTVERK_AS,917144338,Vestfold_og_Telemark,38,Tinn,18,18.05.2017,18.05.2017,0.74,1.5,82,1.06,0.194,2,016.G32Z,16,2017,1
432,1900,Straume,Kraftverk,STRAUME_KRAFTVERK_AS,914870437,Agder,42,Valle,21,12.09.2017,12.09.2017,5,15,396.64,1.57,0.885,2,021.E3A,21,2017,1
454,1707,Grytåne,Kraftverk,RUDLENDE_OLAV,969416360,Agder,42,Hægebostad,26,31.12.2017,31.12.2017,0.012,0.07,35,0.055,0.061,2,024.D1B,24,2017,1
581,1861,Tysseelva,Kraftverk,SMÅKRAFT_GREEN_BOND_1_AS,921075758,Rogaland,11,Suldal,34,08.11.2017,08.11.2017,5.55,17.25,347.85,1.93,0.799,2,035.72A,35,2017,2
641,1829,Borgåna,Kraftverk,BORGÅNA_KRAFT_AS,991968490,Rogaland,11,Suldal,34,31.01.2017,31.01.2017,1.95,5.5,346.5,0.7,0.774,2,038.1Z,38,2017,2
716,1875,Tverrelva,Kraftverk,TVERRELVA_KRAFTVERK_AS,994312685,Vestland,46,Kvinnherad,17,07.04.2017,07.04.2017,4.98,18.5,492.2,1.18,1.172,2,045.2Z,45,2017,3
748,1820,Sleveåne,Kraftverk,SLEVEÅNE_KRAFT_AS,914442451,Vestland,46,Ullensvang,18,22.11.2017,22.11.2017,5.5,17,742,0.9,1.698,2,48.5,48,2017,3
754,1868,Ringedalen,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestland,46,Ullensvang,18,30.05.2017,30.05.2017,23,57,513,5,1.278,2,049.B1,49,2017,3
756,1876,Storelvi,Kraftverk,STORELVI_KRAFTVERK_AS,891908792,Vestland,46,Ullensvang,18,30.06.2017,30.06.2017,4.04,10.8,645.27,0.71,1.581,5,49.32,49,2017,3
846,1822,Vossedalselvi,Kraftverk,VOSSEDALSELVI_KRAFT_AS,914514053,Vestland,46,Voss,21,22.05.2017,22.05.2017,7.1,20.3,540,1.57,1.256,5,062.B0,62,2017,4
864,1898,Nottveit_Pico,Kraftverk,EINAR_SOFIENLUND,943252106,Vestland,46,Modalen,29,20.06.2017,20.06.2017,0.01,0.04,26,0.07,0.04,5,64.3,64,2017,4
900,1865,Jordalen_2,Kraftverk,SMÅKRAFT_GREEN_BOND_1_AS,921075758,Vestland,46,Voss,21,11.05.2017,11.05.2017,7.5,19,87,10.2,0.204,5,071.AA3,71,2017,4
962,1912,Lidal,Kraftverk,FJÆRLAND_KRAFT_AS,916498721,Vestland,46,Sogndal,40,09.10.2017,09.10.2017,7.82,22,636.9,1.5,1.448,5,078.12Z,78,2017,4
964,1911,Romøyri,Kraftverk,FJÆRLAND_KRAFT_AS,916498721,Vestland,46,Sogndal,40,11.12.2017,11.12.2017,8.63,23.94,528,1.94,1.236,5,078.1Z,78,2017,4
1033,1893,Holsen,Kraftverk,HOLSEN_KRAFT_NORDDØLA_AS,995332744,Vestland,46,Sunnfjord,47,12.04.2017,12.04.2017,8.6,27,451.34,2.3,1.039,3,084.CC,84,2017,4
1062,1902,Kupe,Kraftverk,KUPE_KRAFTVERK_AS,988228982,Vestland,46,Kinn,2,24.05.2017,24.05.2017,3.2,11,323.9,1.15,0.773,3,85.61,85,2017,4
1094,1896,Daleelva,Kraftverk,MYKLEBUST_ENERGI_AS,915026249,Vestland,46,Gloppen,50,24.05.2017,24.05.2017,2.5,9,93,3,0.231,3,087.CC,87,2017,4
1108,1895,Strupen,Kraftverk,STRUPEN_KRAFT_AS,911605333,Vestland,46,Gloppen,50,21.06.2017,21.06.2017,1.92,7.2,78.95,2.76,0.193,3,087.CC,87,2017,4
1146,1917,Birkedal,Kraftverk,BØSTRAND_AUTOMASKIN,892540322,Møre_og_Romsdal,15,Vanylven,11,20.12.2017,20.12.2017,0.055,0.1,93,0.079,0.193,3,092.A,92,2017,5
1155,1860,Sørdalselva,Kraftverk,SMÅKRAFT_AS,984616155,Møre_og_Romsdal,15,Vanylven,11,21.04.2017,21.04.2017,2.7,7.64,181.67,1.74,0.431,3,093.2BZ,93,2017,5
1422,1811,Mela,Kraftverk,SMÅKRAFT_GREEN_BOND_1_AS,921075758,Trøndelag,50,Snåase_%u2013_Snåsa,41,22.06.2017,22.06.2017,3.74,12.7,259,1.73,0.601,3,128.E3Z,128,2017,6
1494,1854,Bjørnstokk,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Brønnøy,13,06.07.2017,06.07.2017,8.2,24.8,264.2,3.7,0.616,4,144.721Z,144,2017,7
1495,1853,Leiråa,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Brønnøy,13,01.03.2017,01.03.2017,5.5,27,332.11,1.9,0.804,4,144.72Z,144,2017,7
1497,1857,Tosdalen,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Brønnøy,13,09.02.2017,09.02.2017,19.3,40.5,531.37,4.2,1.276,4,144.7B,144,2017,7
8,1883,Sølna,Kraftverk,ØSTERDALEN_KRAFTPRODUKSJON_AS,980343235,Innlandet,34,Alvdal,28,31.08.2016,31.08.2016,5.35,15.7,63.5,10,0.149,1,002.MAA20,2,2016,1
108,1874,Åkvisla,Kraftverk,GUDBRANDSDAL_ENERGI_PRODUKSJON_AS,941739601,Innlandet,34,Øyer,40,01.07.2016,01.07.2016,3.6,10,121.65,3.9,0.256,1,002.DE3A3,2,2016,1
171,1842,Nybuelvi,Kraftverk,SMÅKRAFT_AS,984616155,Viken,30,Nesbyen,40,07.04.2016,07.04.2016,3.6,7.1,539.9,0.794,1.259,5,012.CC7A0,12,2016,1
174,1843,Tverråni,Kraftverk,SMÅKRAFT_AS,984616155,Viken,30,Nesbyen,40,21.05.2016,21.05.2016,3,7.9,307,1.2,0.694,5,012.CC7AZ,12,2016,1
194,1862,Skjærdalselva,Kraftverk,SKJÆRDALEN_EIENDOM_AS,915956858,Viken,30,Ringerike,7,26.04.2016,26.04.2016,0.16,0.8,18,1.44,0.031,1,012.D82,12,2016,1
211,1844,Liaelva,Kraftverk,SMÅKRAFT_AS,984616155,Innlandet,34,Sør-Aurdal,49,05.12.2016,05.12.2016,1.5,4.25,263.06,0.7,0.595,1,012.J6Z,12,2016,1
430,1808,Hommsåne,Kraftverk,SMÅKRAFT_AS,984616155,Agder,42,Valle,21,10.05.2016,10.05.2016,1.8,5.1,271,0.78,0.641,2,021.F50,21,2016,1
433,1871,Gåseflå,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Vennesla,23,14.06.2016,14.06.2016,0.24,1.1,14.75,2,0.033,2,021.B2,21,2016,1
551,1879,Bøen_II,Kraftverk,BØEN_KRAFT_AS,988376582,Rogaland,11,Hjelmeland,33,09.05.2016,09.05.2016,2.99,10.5,263,1.355,0.613,2,033.2Z,33,2016,2
554,1824,Tverråna,Kraftverk,ULLESTAD_KRAFT_AS,998590140,Rogaland,11,Hjelmeland,33,01.06.2016,01.06.2016,3.26,9.8,335,1.15,0.787,2,033.B1A,33,2016,2
555,1823,Ullestad,Kraftverk,ULLESTAD_KRAFT_AS,998590140,Rogaland,11,Hjelmeland,33,01.03.2016,01.03.2016,5.42,21.5,214,2.95,0.51,2,033.B1A,33,2016,2
615,1850,Midtlæger,Kraftverk,LYSE_KRAFT_DA,925749419,Vestland,46,Ullensvang,18,01.09.2016,01.09.2016,3.47,13.8,153.5,2.6,0.371,2,036.FB,36,2016,2
739,1806,Byro,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Ullensvang,18,16.09.2016,16.09.2016,3.2,9.44,487.91,0.76,1.17,5,48.31,48,2016,3
769,1885,Grasbotntjørni,Pumpe,STATKRAFT_ENERGI_AS,987059729,Vestland,46,Ulvik,20,25.10.2016,25.10.2016,-0.3,0,51,0.31,NA,5,051.2AAA,51,2016,3
844,1812,Tverrgjuvlo,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Voss,21,13.04.2016,13.04.2016,5.7,18.2,386.7,1.8,0.88,5,062.BA0,62,2016,4
848,1872,Gosland,Kraftverk,GOSLAND_KRAFT_AS,915155871,Vestland,46,Voss,21,13.05.2016,13.05.2016,4.04,10.9,325.9,1.43,0.785,5,6.2E+12,62,2016,4
897,1797,Holmen,Kraftverk,HOLMEN_KRAFT_AS,989342053,Vestland,46,Aurland,41,21.05.2016,21.05.2016,25,81,278.5,10.6,0.655,5,071.AA,71,2016,4
915,1798,Nivla,Kraftverk,NIVLA_KRAFT_AS,879904552,Vestland,46,Lærdal,42,03.06.2016,03.06.2016,4.72,11,184.9,3.3,0.397,5,073.AA0,73,2016,4
921,1851,Mannsberg,Kraftverk,HYDRO_ENERGI_AS,930187240,Vestland,46,Årdal,43,11.11.2016,11.11.2016,3.52,15.1,160.34,2.6,0.376,5,074.CB6AZ,74,2016,4
941,1864,Røneid,Kraftverk,SMÅKRAFT_GREEN_BOND_1_AS,921075758,Vestland,46,Luster,44,23.11.2016,23.11.2016,4.3,13.1,487.35,1.04,1.149,5,076.A0,76,2016,4
991,1810,Sølia,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Fjaler,46,01.06.2016,01.06.2016,1.96,6.3,63,3.83,0.139,3,082.5C,82,2016,4
1003,1877,Kvamselva,Kraftverk,SMÅKRAFT_GREEN_BOND_2_AS,825750932,Vestland,46,Sunnfjord,47,09.06.2016,09.06.2016,2.67,8.8,247,1.3,0.571,3,083.2Z,83,2016,4
1007,1838,Selselva,Kraftverk,SELSELVA_KRAFT_AS,995897695,Vestland,46,Sunnfjord,47,16.05.2016,16.05.2016,5.36,18.6,569.3,1.1,1.418,3,083.22Z,83,2016,4
1013,1835,Grunnevatn,Kraftverk,SFE_PRODUKSJON_AS,984882106,Vestland,46,Askvoll,45,08.04.2016,08.04.2016,1.13,3.5,85.7,1.63,0.193,3,084.5DB,84,2016,4
1016,1834,Leknesvatn,Kraftverk,SFE_PRODUKSJON_AS,984882106,Vestland,46,Askvoll,45,21.10.2016,21.10.2016,3.8,12.9,253.7,1.8,0.586,3,084.5E,84,2016,4
1088,1881,Hestenes,Kraftverk,HESTENES_KRAFT_AS,999161723,Vestland,46,Gloppen,50,06.07.2016,06.07.2016,1.88,6.3,292,0.78,0.67,3,86.96,86,2016,4
1092,1882,Breidalselva,Kraftverk,MOANE_KRAFT_AS,999229611,Vestland,46,Gloppen,50,31.10.2016,31.10.2016,0.9,5.3,350.2,0.3,0.833,3,087.1AZ,87,2016,4
1138,1873,Kjørstad,Kraftverk,KJØRSTAD_KRAFT_AS,993846570,Vestland,46,Stad,49,21.06.2016,21.06.2016,2.5,7.65,208.6,1.47,0.472,3,089.4Z,89,2016,4
1144,1886,Hopland,Kraftverk,HOPLAND_KRAFT_AS,813266652,Vestland,46,Stryn,51,06.12.2016,06.12.2016,5.89,22.9,340,2.1,0.779,3,089.12Z,89,2016,4
1159,1866,Dravlaus,Kraftverk,DRAVLAUS_KRAFT_AS,915183530,Møre_og_Romsdal,15,Volda,77,17.11.2016,17.11.2016,4.18,14.5,236,2.1,0.553,3,094.12Z,94,2016,5
1235,1880,Sesselva,Kraftverk,SESSKRAFT_AS,992667125,Møre_og_Romsdal,15,Vestnes,35,08.09.2016,08.09.2016,5,16.7,270.8,2.2,0.631,3,102.62Z,102,2016,5
1258,1867,Grytneselva,Kraftverk,LANGFJORDKRAFT_AS,896921762,Møre_og_Romsdal,15,Molde,6,17.03.2016,17.03.2016,5.9,14.1,570.5,1.19,1.377,3,104.31,104,2016,5
1406,1870,Rabb-bekken,Kraftverk,WATTS_UP_?_AS,896380982,Trøndelag,50,Stjørdal,35,22.06.2016,22.06.2016,0.225,0.7,155,0.183,0.342,3,124.C4,124,2016,6
1481,1863,Østli,Kraftverk,ØSTLI_MINIKRAFT_AS,914520452,Trøndelag,50,Namsskogan,44,13.04.2016,13.04.2016,0.5,1.9,165,0.36,0.386,4,139.F1Z,139,2016,7
1580,1781,Govddesåga,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Beiarn,39,07.07.2016,07.07.2016,26.8,58,220.5,14,0.532,4,161.ABB,161,2016,8
1670,1807,Hesjeberg,Kraftverk,NORDIC_POWER_AS,914341183,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Gratangen,14,15.04.2016,15.04.2016,6.14,14,254.6,2.69,0.634,4,190.4,190,2016,10
1688,1809,Mjeldeelva,Kraftverk,SMÅKRAFT_AS,984616155,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Tromsø,1,02.06.2016,02.06.2016,1.64,5.7,140.3,1.42,0.321,4,197.42,197,2016,11
1732,1887,Lille_Måsevatn,Pumpe,STATKRAFT_ENERGI_AS,987059729,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Lebesby,38,24.11.2016,24.11.2016,-0.68,-1.5,34.05,1.4,NA,4,229.A2B,229,2016,12
54,1747,Smådøla,Kraftverk,EIDEFOSS_VANNKRAFT_AS,923354220,Innlandet,34,Lom,34,02.02.2015,02.02.2015,13.7,47.4,123,13.2,0.293,3,002.DHB2D,2,2015,1
282,1795,Follsjå,Kraftverk,FOLLSJÅ_KRAFT_AS,912466566,Vestfold_og_Telemark,38,Notodden,8,30.01.2015,30.01.2015,2.9,13,99.7,3.2,0.252,2,016.F3A,16,2015,1
302,1802,Bestul,Pumpe,LØVENSKIOLD-FOSSUM_KRAFT_AS,994200682,Vestfold_og_Telemark,38,Skien,7,02.02.2015,02.02.2015,-0.71,-2.8,NA,1.5,-0.131,2,016.ADAZ,16,2015,1
304,1801,Fjellet,Kraftverk,LØVENSKIOLD-FOSSUM_KRAFT_AS,994200682,Vestfold_og_Telemark,38,Skien,7,30.01.2015,30.01.2015,4.3,15.5,183,2.7,0.442,2,016.AF,16,2015,1
307,1840,Godal,Kraftverk,LØVENSKIOLD-FOSSUM_KRAFT_AS,994200682,Vestfold_og_Telemark,38,Skien,7,03.12.2015,03.12.2015,0.52,1.5,110.2,0.6,0.24,2,016.ADAZ,16,2015,1
315,1794,Middøla,Kraftverk,SMÅKRAFT_AS,984616155,Vestfold_og_Telemark,38,Tinn,18,05.01.2015,05.01.2015,4.36,12.5,276.7,1.9,0.637,2,016.H1A,16,2015,1
363,1796,Heggtveit,Kraftverk,SMÅKRAFT_GREEN_BOND_2_AS,825750932,Vestfold_og_Telemark,38,Fyresdal,23,16.12.2015,16.12.2015,1.66,4.5,335,0.59,0.782,2,019.H20,19,2015,1
403,1754,Lislevatn,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Evje_og_Hornnes,19,03.03.2015,03.03.2015,4.2,19,92.2,5,0.233,2,020.BBC,20,2015,1
419,1765,Kaldsåni,Kraftverk,SMÅKRAFT_AS,984616155,Agder,42,Bykle,22,28.05.2015,28.05.2015,2.8,6.29,204,1.664,0.467,2,021.J8,21,2015,1
449,1833,Ren_Energi_Ramsland,Kraftverk,REN_ENERGI_RAMSLAND_AS,915380646,Agder,42,Lindesnes,5,06.10.2015,06.10.2015,0.075,0.54,92,0.09,0.231,2,23.22,23,2015,1
694,1767,Vassvikelva,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Ullensvang,18,20.05.2015,20.05.2015,2.77,7.7,268.6,1.2,0.641,2,042.3G,42,2015,3
744,1786,Kvitno,Kraftverk,KVITNO_KRAFT_AS,995703963,Vestland,46,Ullensvang,18,23.06.2015,23.06.2015,9,32.5,390.5,2.7,0.926,2,048.3Z,48,2015,3
777,1841,Sekkelva,Kraftverk,KVAM_KRAFTVERK_AS,979599684,Vestland,46,Kvam,22,24.11.2015,24.11.2015,0.74,3.4,278.42,0.31,0.663,5,52.53,52,2015,3
840,1827,Ringheim,Kraftverk,KRISTIAN_RINGHEIM,976954661,Vestland,46,Voss,21,03.04.2015,03.04.2015,0.05,0.29,175.5,0.037,0.375,5,062.G24,62,2015,4
850,1828,Eidsland_1,Kraftverk,EIDSLAND_ENERGI_AS,921662114,Vestland,46,Vaksdal,28,29.06.2015,29.06.2015,0.46,2,123,0.42,0.304,5,063.A10,63,2015,4
913,1776,Kvemma,Kraftverk,KVEMMA_KRAFT_AS,911959178,Vestland,46,Lærdal,42,30.06.2015,30.06.2015,5,13.8,540,1.1,1.263,5,073.B5,73,2015,4
976,1831,Espeland,Kraftverk,ESPELAND_MINIKRAFTVERK_AS,913377400,Vestland,46,Hyllestad,37,25.09.2015,25.09.2015,0.27,0.92,113,0.2,0.25,3,080.4Z,80,2015,4
1153,1761,Skår,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Vanylven,11,26.01.2015,26.01.2015,1.4,4.7,319,0.5,0.778,3,93.32,93,2015,5
1212,1817,Rødset,Kraftverk,STRANDA_ENERGI_AS,979951140,Møre_og_Romsdal,15,Stranda,25,15.05.2015,15.05.2015,2.15,6.7,38,6.33,0.094,3,098.3Z,98,2015,5
1263,1826,Herje,Kraftverk,RAUMA_ENERGI_PRODUKSJON_AS,970974253,Møre_og_Romsdal,15,Rauma,39,28.05.2015,28.05.2015,4.4,13.8,363.4,1.42,0.861,3,104.11A,104,2015,5
1312,1764,Fjelna,Kraftverk,NORDIC_POWER_AS,914341183,Trøndelag,50,Heim,55,11.03.2015,11.03.2015,4.83,17.3,82.5,7.5,0.179,3,113.A0,113,2015,6
1334,1814,Sundli,Kraftverk,SUNDLIKRAFT_AS,995081881,Trøndelag,50,Orkland,59,04.02.2015,04.02.2015,1.35,5.3,207.5,0.846,0.443,3,121.A21Z,121,2015,6
1386,1837,Hegsetdammen,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Tydal,33,01.05.2015,01.05.2015,0.28,0.9,29.4,1.2,0.065,3,123.D51,123,2015,6
1395,1819,Væla,Kraftverk,VÆLA_KRAFT_AS,912154882,Trøndelag,50,Tydal,33,08.07.2015,08.07.2015,0.9,3.2,76,1.5,0.167,3,123.D8Z,123,2015,6
1427,1816,Skogelva,Kraftverk,SKOGELVA_KRAFTVERK_AS,913292251,Trøndelag,50,Steinkjer,6,25.02.2015,25.02.2015,0.42,1.7,69,0.71,0.164,3,128.C41C,128,2015,6
1429,1799,Tverråa,Kraftverk,TVERRÅA_KRAFT_AS,993283479,Trøndelag,50,Steinkjer,6,14.01.2015,14.01.2015,0.93,3,239,0.52,0.497,3,128.C41B,128,2015,6
1515,1815,Øvre_Forsland,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Leirfjord,22,23.03.2015,23.03.2015,8.58,33,154.8,7.04,0.339,4,153.2C,153,2015,8
1523,1830,Mølnbekken,Kraftverk,TRYGGEN_INVEST_AS,990194491,Nordland,18,Hemnes,32,10.12.2015,10.12.2015,1.55,5.5,148.26,1.45,0.297,4,155.B5,155,2015,8
1597,1778,Valken,Kraftverk,SAKSENVIK_KRAFT_AS,980411060,Nordland,18,Saltdal,40,01.12.2015,01.12.2015,9.2,30,208.5,5.3,0.482,4,163.5Z,163,2015,8
1601,1785,Storelvvatnet,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Fauske_%u2013_Fuossko,41,06.07.2015,06.07.2015,5,20.5,78.38,10,0.139,4,164.DB,164,2015,8
1609,1839,Baggfossen,Kraftverk,BAGGFOSSEN_MIKROKRAFT_AS,996861589,Nordland,18,Sørfold,45,17.12.2015,17.12.2015,0.132,0.7,24,0.81,0.046,4,167.2A,167,2015,9
1618,1818,Storvatnet,Kraftverk,NORDLAKS_SMOLT_AS,991193332,Nordland,18,Hamarøy,75,20.10.2015,20.10.2015,2,8.6,103,2.6,0.214,4,170.3A,170,2015,9
1671,1825,Grønlielva,Kraftverk,GRØNLIELVA_KRAFTVERK_AS,991936505,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Salangen,17,28.09.2015,28.09.2015,2.4,7.1,169.02,1.73,0.385,4,191.4B,191,2015,10
1692,1836,Simavik,Kraftverk,TROMSØ_KOMMUNE_-_VANN_OG_AVLØP,974567253,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Tromsø,1,21.05.2015,21.05.2015,1.25,6,211.1,0.7,0.496,4,200.4,200,2015,11
1733,1805,Offervann,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Lebesby,38,23.04.2015,23.04.2015,2.2,7,10,22,0.029,4,229.3C,229,2015,12
48,1769,Valåe,Kraftverk,SMÅKRAFT_AS,984616155,Innlandet,34,Lesja,32,27.11.2014,27.11.2014,1.93,5.5,248,0.85,0.631,3,002.DM,2,2014,1
133,1759,Rime,Kraftverk,RIME_KRAFT_AS,998925479,Viken,30,Flå,39,06.02.2014,06.02.2014,1.5,4,165,1.16,0.359,5,012.CC3Z,12,2014,1
176,1789,Fossbråten,Kraftverk,FOSSBRÅTEN_KRAFTVERK_AS,997723635,Innlandet,34,Nord-Aurdal,51,29.10.2014,29.10.2014,2.9,7,240,1.5,0.537,1,012.L1A,12,2014,1
177,1782,Kvitvella,Kraftverk,KVITVELLA_ELECTRISITETSVERK_AS,997434072,Innlandet,34,Nord-Aurdal,51,29.04.2014,29.04.2014,1.55,4.95,15.56,11.55,0.037,1,012.LA2,12,2014,1
178,1792,Tisleifjord,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Innlandet,34,Nord-Aurdal,51,24.10.2014,24.10.2014,1.65,6.5,10.31,17,0.027,5,012.JB5,12,2014,1
195,1775,Tossevikelva,Kraftverk,SMÅKRAFT_AS,984616155,Viken,30,Ringerike,7,03.10.2014,03.10.2014,2.6,7.1,307,1,0.722,1,012.G21,12,2014,1
225,1772,Kulu,Kraftverk,KULU_KRAFTVERK_AS,891936532,Viken,30,Ål,43,16.06.2014,16.06.2014,2.88,6.8,233.5,1.45,0.552,5,012.CF422,12,2014,1
405,1791,Skripelandsfossen,Kraftverk,SKRIPELANDSFOSSEN_KRAFT_AS,997946448,Agder,42,Froland,14,13.09.2014,13.09.2014,2.6,12.4,11.78,26,0.028,2,020.BB1,20,2014,1
420,1787,Skarg,Kraftverk,OTRA_KRAFT_DA,955007514,Agder,42,Bykle,22,10.06.2014,10.06.2014,24,69,81,33,0.202,2,021.GB111,21,2014,1
474,1762,Fossekallen,Kraftverk,FOSSEKRAFT_AS,912006719,Rogaland,11,Lund,12,20.02.2014,20.02.2014,0.2,1.3,3.6,6.4,0.009,2,026.BA21,26,2014,1
482,1784,Vestre_Neset,Kraftverk,NESET_KRAFT_AS,991704817,Rogaland,11,Lund,12,20.08.2014,20.08.2014,1.464,4.25,150.61,1.2,0.339,2,026.BB,26,2014,1
483,1783,Østre_Neset,Kraftverk,NESET_KRAFT_AS,991704817,Rogaland,11,Lund,12,20.08.2014,20.08.2014,1.639,4.9,207.3,0.9,0.506,2,026.BB,26,2014,1
613,1770,Håra,Kraftverk,HÅRA_KRAFT_AS,899065522,Vestland,46,Ullensvang,18,29.04.2014,29.04.2014,4.9,16.8,210.5,2.9,0.469,2,036.E4A0,36,2014,2
636,1813,Kaldåna,Kraftverk,KALDÅNA_KRAFT_AS,911931931,Rogaland,11,Suldal,34,17.12.2014,17.12.2014,2.99,8.7,327.34,1.19,0.698,2,037.5B,37,2014,2
645,1989,Hustveit,Kraftverk,PER_BAKKEDAL,969444844,Rogaland,11,Vindafjord,60,22.12.2014,22.12.2014,0.037,0.01,70,0.065,0.158,2,038.2B,38,2014,2
669,1773,Vaka,Kraftverk,VAKA_KRAFTVERK_AS,911788756,Rogaland,11,Vindafjord,60,09.05.2014,09.05.2014,1.1,4.65,258.66,0.488,0.626,2,41.32,41,2014,3
685,1788,Fatland,Kraftverk,FATLAND_KRAFT_AS,999330061,Vestland,46,Kvinnherad,17,25.02.2014,25.02.2014,0.975,3.25,156.8,0.88,0.308,2,042.62Z,42,2014,3
788,1758,Gråklubben,Kraftverk,GRÅKLUBBEN_KRAFTVERK_AS,999315720,Vestland,46,Bjørnafjorden,24,01.03.2014,01.03.2014,1.089,3.5,319,0.3904,0.783,2,053.B,53,2014,3
