Linjenr,Løpenummer,Navn,Type,Hovedeier,Org_nr__hovedeier,Fylke,Fylkesnr_,Kommune,Kommunenr_,Dato_for_første_utnyttelse_av_fallet,Dato_for_eldste_kraftproduserende_del,Maks_ytelse_.MW.,Midl__årsproduksjon_.ref__1981.2010._.GWh.,Brutto_fallhøyde_.m.,Maksimal_slukeevne_.m3.s.,Energiekvivalent_.kWh.m3.,Elspotområde,Reginenr,Vannregion,Year_start,PZ
170,303,Nes,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Nesbyen,40,30.07.1967,30.07.1967,250,1492.906,285,110.05,0.63,5,012.CD20,12,1967,1
215,196,Kalvedalen,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Vang,54,17.12.1967,17.12.1967,19,73.6094,243.3,9.4,0.56,1,012.LE1,12,1967,1
254,482,Uvdal_I,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Viken,30,Nore_og_Uvdal,52,20.09.1967,20.09.1967,90,239.0206,595,19,1.315,5,015.JB81,15,1967,1
255,483,Uvdal_II,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Viken,30,Nore_og_Uvdal,52,20.09.1967,20.09.1967,40,152.2665,193,25.03,0.444,5,015.JB2,15,1967,1
594,219,Kvanndal,Kraftverk,LYSE_KRAFT_DA,925749419,Rogaland,11,Suldal,34,01.01.1967,01.01.1967,40,186.6222,314,14.98,0.74,2,036.BBA,36,1967,2
603,409,Suldal_II,Kraftverk,LYSE_KRAFT_DA,925749419,Rogaland,11,Suldal,34,01.01.1967,01.01.1967,150,771.5302,559,31.48,1.322,2,036.B9B,36,1967,2
616,312,Novle,Kraftverk,LYSE_KRAFT_DA,925749419,Vestland,46,Ullensvang,18,01.01.1967,01.01.1967,40,239.6537,275,16.01,0.694,2,036.F0,36,1967,2
758,470,Tysso_II,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestland,46,Ullensvang,18,15.01.1967,15.01.1967,224,1068.956,725,37,1.682,2,049.A42,49,1967,3
895,287,Målset,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestland,46,Vik,39,01.04.1967,01.04.1967,20,63.0559,175,13.98,0.397,5,070.5BB,70,1967,4
1321,424,Søa,Kraftverk,TRØNDERENERGI_KRAFT_AS,878631072,Trøndelag,50,Heim,55,10.11.1967,10.11.1967,37,207.4527,273.2,16,0.625,3,119.1Z,119,1967,6
150,514,Ørteren,Kraftverk,ØRTEREN_KRAFTVERK_HOL_KF,970961755,Viken,30,Hol,44,01.11.1966,01.11.1966,10,32.283,157.69,7.51,0.37,5,012.CH9,12,1966,1
390,444,Tjønnefoss,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Vestfold_og_Telemark,38,Nissedal,22,01.01.1966,01.01.1966,6,39.8542,17.7,39.68,0.042,2,1.9E+05,19,1966,1
491,217,Kuli,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Sirdal,28,01.01.1966,01.01.1966,6,20.4983,163.5,4.8,0.347,2,026.DE,26,1966,1
611,346,Røldal,Kraftverk,LYSE_KRAFT_DA,925749419,Vestland,46,Ullensvang,18,01.01.1966,01.01.1966,166,903.5,365,56,0.823,2,3.6E+01,36,1966,2
1351,178,Håen,Kraftverk,TRØNDERENERGI_KRAFT_AS,878631072,Trøndelag,50,Melhus,28,10.11.1966,10.11.1966,30,133.5001,215,18,0.463,3,122.AB,122,1966,6
1385,115,Gresslifoss,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Tydal,33,01.01.1966,01.01.1966,25,105.4002,33,100.63,0.068,3,123.D81,123,1966,6
1684,404,Straumsmo,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Bardu,16,10.02.1966,10.02.1966,130,704.3871,229,70,0.516,4,196.AC4,196,1966,10
89,381,Skjåk_I,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Skjåk,33,12.11.1965,12.11.1965,32,112.4123,684.59,5.59,1.587,3,002.DHE0,2,1965,1
95,131,Harpefossen,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Sør-Fron,38,18.02.1965,18.02.1965,108,448.8,34.62,400,0.075,1,002.DF72,2,1965,1
229,480,Usta,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Ål,43,18.10.1965,18.10.1965,196,898.7,540,42.5,1.281,5,012.CF6,12,1965,1
602,408,Suldal_I,Kraftverk,LYSE_KRAFT_DA,925749419,Rogaland,11,Suldal,34,01.01.1965,01.01.1965,180,1104.9,306,70,0.714,2,036.B9,36,1965,2
969,175,Høyanger_K5A,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestland,46,Høyanger,38,30.06.1965,30.06.1965,93,636.1908,574,19.4,1.289,3,079.7A,79,1965,4
977,299,Nedre_Svultingen,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Hyllestad,37,01.07.1965,01.07.1965,8.8,40.3723,68,17,0.137,3,080.4A,80,1965,4
1712,226,Kvænangsbotn,Kraftverk,KVÆNANGEN_KRAFTVERK_AS,913680294,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Kvænangen,29,28.10.1965,28.10.1965,55,197.9466,308,20,0.764,4,209.4Z,209,1965,11
259,282,Mykstufoss,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Rollag,51,01.01.1964,01.01.1964,48,215.5707,61.7,100.15,0.133,1,015.G5Z,15,1964,1
278,72,Eidsfoss,Kraftverk,NORSJØKRAFT_AS,998890314,Vestfold_og_Telemark,38,Nome,16,14.12.1964,14.12.1964,15,80.3,10,166.66,0.025,2,016.BA2,16,1964,1
333,397,Songa,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestfold_og_Telemark,38,Vinje,25,09.11.1964,09.11.1964,120,588.6658,286.7,52,0.64,2,016.BG52,16,1964,1
337,503,Vinje,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestfold_og_Telemark,38,Vinje,25,14.12.1964,14.12.1964,300,1051.459,221.8,165.02,0.504,2,016.BEB12,16,1964,1
429,45,Brokke,Kraftverk,OTRA_KRAFT_DA,955007514,Agder,42,Valle,21,15.08.1964,15.08.1964,330,1555.607,300,136,0.674,2,021.F20,21,1964,1
434,166,Hunsfoss,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Vennesla,23,01.01.1964,01.01.1964,25.1,141.5,13.67,206,0.034,2,021.A222,21,1964,1
496,323,Osen,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Sirdal,28,01.01.1964,01.01.1964,4,16.024,57.29,9.02,0.123,2,026.DAB,26,1964,1
826,194,Kaldestad,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Vaksdal,28,05.11.1964,05.11.1964,24,93.831,80,37.9,0.176,5,061.C,61,1964,4
1354,393,Sokna,Kraftverk,TRØNDERENERGI_KRAFT_AS,878631072,Trøndelag,50,Melhus,28,09.09.1964,09.09.1964,30,158.6582,181.7,23,0.362,3,122.AA4,122,1964,6
1393,465,Tya,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Tydal,33,01.01.1964,01.01.1964,32,159.4697,200,20.02,0.444,3,123.F1B,123,1964,6
1537,236,Langvatn,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Nordland,18,Rana,33,19.08.1964,19.08.1964,90,306.3885,43,284,0.088,4,156.A0,156,1964,8
1741,383,Skogfoss,Kraftverk,PASVIK_KRAFT_AS,982795745,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Sør-Varanger,44,15.09.1964,15.09.1964,48,288.593,19.7,258.32,0.05,4,246.D1,246,1964,13
40,228,Fellesanlegget_Kykkelsrud-Fossumfoss,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Indre_Østfold,14,01.01.1963,01.01.1963,230,1241.042,27,1025,0.0623,1,002.B3,2,1963,1
49,164,Hunderfossen,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Lillehammer,5,29.11.1963,29.11.1963,112,608.2249,46.4,299.14,0.104,1,002.DE4,2,1963,1
103,301,Nedre_Tessa_2,Kraftverk,EIDEFOSS_VANNKRAFT_AS,923354220,Innlandet,34,Vågå,35,17.10.1963,17.10.1963,16,100.8,310.7,5.59,0.794,3,002.DHB2A0,2,1963,1
205,15,Bagn,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Innlandet,34,Sør-Aurdal,49,12.01.1963,12.01.1963,75.5,293.702,87,99.7,0.21,1,012.J1,12,1963,1
280,473,Ulefoss,Kraftverk,ULEFOSS_KRAFTVERK_DA,992840978,Vestfold_og_Telemark,38,Nome,16,01.04.1963,01.04.1963,6.4,47.684,10,74,0.024,2,016.BA21,16,1963,1
488,83,Finså,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Sirdal,28,01.01.1963,01.01.1963,23,152.3353,298,8.9,0.671,2,026.D42,26,1963,1
1081,183,Svelgen_III,Kraftverk,SVELGEN_KRAFT_AS,986530649,Vestland,46,Bremanger,48,01.01.1963,01.01.1963,22,113.0012,480,6.4,1.172,3,086.1B1,86,1963,4
1310,421,Svorka,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Møre_og_Romsdal,15,Surnadal,66,04.04.1963,04.04.1963,22,105.2788,259,10.5,0.582,3,112.3A1,112,1963,6
1476,457,Tunnsjø,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Lierne,42,11.09.1963,11.09.1963,30.4,145.7569,60,60.75,0.138,4,139.DC4,139,1963,7
1480,458,Tunnsjødal,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Namsskogan,44,08.08.1963,08.08.1963,176,813.1179,237.5,89.9,0.544,4,139.D5A0,139,1963,7
1503,117,Grytåga,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Vefsn,24,11.10.1963,11.10.1963,48,256.4047,198,30.29,0.439,4,149.5Z,149,1963,8
1575,258,Lysvatn,Kraftverk,MELØY_ENERGI_AS,977106184,Nordland,18,Meløy,37,17.03.1963,17.03.1963,4.1,27.3042,284,1.6,0.712,4,160.41B,160,1963,8
1585,93,Forså,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Gildeskål,38,19.12.1963,19.12.1963,12,48.2444,295,4.59,0.725,4,161.2B,161,1963,8
281,507,Vrangfoss,Kraftverk,NORSJØKRAFT_AS,998890314,Vestfold_og_Telemark,38,Nome,16,15.05.1962,15.05.1962,36,173.3,23,178.57,0.056,2,016.BA2,16,1962,1
305,89,Flittig,Kraftverk,LØVENSKIOLD_FOSSUM_KRAFT,982699614,Vestfold_og_Telemark,38,Skien,7,01.01.1962,01.06.2017,5.5,44.3,146,4.2,0.364,2,016.AC4,16,1962,1
875,264,Matre_M,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Masfjorden,34,01.01.1962,01.01.1962,150,817.8172,463,37.3,1.117,5,067.3Z,67,1962,4
929,85,Fivlemyr,Kraftverk,HYDRO_ENERGI_AS,930187240,Vestland,46,Luster,44,01.01.1962,01.01.1962,2,7.6998,230,1.1,0.504,5,075.DB,75,1962,4
932,145,Herva,Pumpekraftverk,HYDRO_ENERGI_AS,930187240,Vestland,46,Luster,44,01.01.1962,01.01.1962,33,107.4864,257,16.3,0.561,5,075.CC12,75,1962,4
1368,137,Hegsetfoss,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Selbu,32,01.01.1962,01.01.1962,32,25.3609,72,64.87,0.136,3,123.D22,123,1962,6
1486,244,Liavatn,Kraftverk,ALBERT_COLLETT,911074184,Trøndelag,50,Nærøysund,60,01.01.1962,01.01.1962,1.8,9.8038,56.09,5.01,0.111,3,141.C,141,1962,7
1724,519,Øvre_Porsa,Kraftverk,PORSA_KRAFTLAG_AS,915231640,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Hammerfest,6,01.01.1962,01.01.1962,1.7,11.0124,55,6.88,0.104,4,213.5C,213,1962,12
159,108,Geithusfoss,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Modum,47,01.10.1961,01.10.1961,13.5,75.2919,9.19,153,0.025,1,012.D1,12,1961,1
165,329,Ramfoss,Kraftverk,RAMFOSS_KRAFTLAG,971030690,Viken,30,Modum,47,01.09.1961,01.09.1961,30,189.8074,22.39,157.22,0.052,1,012.CA3,12,1961,1
326,446,Tokke,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestfold_og_Telemark,38,Tokke,24,22.08.1961,22.08.1961,430,2327.743,393.5,128.02,0.933,2,016.BD32,16,1961,1
401,128,Hanefoss,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Birkenes,16,01.01.1961,01.01.1961,22,126.351,70,40,0.153,2,020.BA2,20,1961,1
443,250,Logna,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Åseral,24,04.12.1961,04.12.1961,20.2,119.2443,146.39,15.89,0.352,2,022.EB2B,22,1961,1
1194,461,Tussa,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Volda,77,01.01.1961,01.01.1961,64,272.3,646,11,1.616,3,097.3Z,97,1961,5
1528,520,Øvre_Røssåga,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Nordland,18,Hemnes,32,26.04.1961,26.04.1961,175,901,135.5,160,0.313,4,155.C2,155,1961,8
1589,411,Sundsfjord,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Gildeskål,38,01.02.1961,01.02.1961,96,561.6896,328.39,34.59,0.771,4,161.2Z,161,1961,8
14,963,Mago_B,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Eidsvoll,35,01.01.1960,01.01.1960,0.86,5,7.8,14,NA,1,002.DAA,2,1960,1
135,142,Hemsil_II,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Gol,41,01.01.1960,01.01.1960,98,522.8218,370,31,0.878,5,012.CD52,12,1960,1
141,141,Hemsil_I,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Hemsedal,42,01.01.1960,01.01.1960,70,241.0185,540,16,1.215,5,012.CDB20,12,1960,1
235,508,Vrenga,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Viken,30,Flesberg,50,10.01.1960,10.01.1960,10.5,58.6772,378,3.5,0.833,1,015.F4A1,15,1960,1
267,25,Bjordalen,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Hjartdal,19,02.09.1960,02.09.1960,2.9,7.6763,56.5,9.3,0.087,2,016.EDZ,16,1960,1
303,70,Eidet,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Skien,7,01.01.1960,01.01.1960,2.3,17,5,60,0.0106,2,016.A122,16,1960,1
1389,291,Nea,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Tydal,33,01.04.1960,01.04.1960,175,676.8334,375,55,0.884,3,123.F1B,123,1960,6
1681,184,Innset,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Bardu,16,01.02.1960,01.02.1960,90,500.3513,185,60,0.417,4,196.AC8,196,1960,10
1710,198,Kildalen,Kraftverk,YMBER_PRODUKSJON_AS,914678412,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Nordreisa,28,18.09.1960,18.09.1960,8.2,27.9129,193.69,4.3,0.419,4,208.AA1,208,1960,11
64,523,Øvre_Vinstra,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Nord-Fron,36,26.08.1959,26.08.1959,140,629.782,329.29,48,0.81,1,002.DFBA4,2,1959,1
271,281,Mydalen,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Hjartdal,19,12.11.1959,12.11.1959,7,28.2869,126,6.4,0.304,2,016.EAAAB,16,1959,1
935,94,Skagen,Kraftverk,HYDRO_ENERGI_AS,930187240,Vestland,46,Luster,44,01.01.1959,01.01.1959,270,1407.001,967,32.5,2.308,5,075.BA0,75,1959,4
1451,414,Svartelva,Kraftverk,TRØNDERENERGI_KRAFT_AS,878631072,Trøndelag,50,Indre_Fosen,54,19.12.1959,19.12.1959,15.5,63.8,107.9,16.6,0.26,3,132.AB,132,1959,6
1471,8,Aunfoss,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Grong,45,05.06.1959,05.06.1959,29.54,214.1837,28.5,129.92,0.061,3,139.D2,139,1959,7
1717,1207,Bergsfjord,Kraftverk,YMBER_PRODUKSJON_AS,914678412,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Loppa,32,30.03.1959,14.12.2006,1.1,4,83.7,1.5,0.187,4,211.34A,211,1959,12
1723,297,Nedre_Porsa,Kraftverk,PORSA_KRAFTLAG_AS,915231640,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Hammerfest,6,01.01.1959,01.01.1959,12.8,58.4095,215,7.69,0.462,4,213.5Z,213,1959,12
79,468,Tyria_II,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Innlandet,34,Ringsaker,11,01.01.1958,01.01.1958,2.2,9.9898,114,2.8,0.234,1,002.DD5BA,2,1958,1
146,157,Hol_III,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Hol,44,01.01.1958,01.01.1958,60,233.4473,98,73.41,0.226,5,012.CF5,12,1958,1
196,506,Viulfoss,Kraftverk,VIUL_KRAFT_AS,961113539,Viken,30,Ringerike,7,01.07.1958,01.07.1958,12.5,46.6894,17.29,82,0.042,1,012.EA1,12,1958,1
266,55,Daja,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Fauske_%u2013_Fuossko,41,01.01.1958,01.01.1958,30,155.7169,155,24,0.347,4,1.64E+05,16,1958,1
270,147,Hjartdøla,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Hjartdal,19,17.10.1958,17.10.1958,120,425.2527,575,24.6,1.355,2,016.EC1,16,1958,1
286,419,Svelgfoss,Kraftverk,HYDRO_ENERGI_AS,930187240,Vestfold_og_Telemark,38,Notodden,8,01.01.1958,01.01.1958,92,424.0959,69,170,0.151,2,016.F2,16,1958,1
347,197,Kammerfoss,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Kragerø,14,01.01.1958,01.01.1958,1.9,11.9877,6.4,36,0.015,2,017.A0,17,1958,1
380,21,Berlifoss,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Vestfold_og_Telemark,38,Nissedal,22,01.01.1958,01.01.1958,9.5,62.1474,29,39.97,0.065,2,019.DA1,19,1958,1
660,130,Hardeland_K,Kraftverk,SUNNHORDLAND_KRAFTLAG_AS,916435711,Vestland,46,Etne,11,04.02.1958,04.02.1958,12,46.2489,325,4.5,0.74,2,041.AC30,41,1958,3
1080,417,Svelgen_II,Kraftverk,SVELGEN_KRAFT_AS,986530649,Vestland,46,Bremanger,48,01.01.1958,01.01.1958,29,191.1448,480,7.5,1.074,3,086.21A,86,1958,4
1219,432,Tafjord_3,Kraftverk,TAFJORD_KRAFTPRODUKSJON_AS,977461898,Møre_og_Romsdal,15,Fjord,78,16.09.1958,16.09.1958,22,90.9324,329,8,0.764,3,099.D222,99,1958,5
1284,322,Osbu,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Møre_og_Romsdal,15,Sunndal,63,15.12.1958,15.12.1958,20,112.1926,56,45.9,0.123,3,109.5D3,109,1958,6
1511,195,Kaldåga,Kraftverk,HELGELAND_KRAFT_VANNKRAFT_AS,917424896,Nordland,18,Vefsn,24,12.11.1958,12.11.1958,15,71.9561,565,3.29,1.263,4,152.2C,152,1958,8
1667,140,Helleren,Kraftverk,NORDKRAFT_MAGASIN_2_AS,912432181,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Tjeldsund,12,03.11.1958,03.11.1958,2.4,9.6862,20,15,0.044,4,189.A,189,1958,10
139,44,Brekkefoss,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Hemsedal,42,24.07.1957,24.07.1957,1.6,11.3568,38,4.48,0.098,5,012.CDBA1,12,1957,1
140,110,Gjuva,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Hemsedal,42,29.12.1957,29.12.1957,10,32.8087,410,3,0.925,5,012.CDBB0,12,1957,1
145,156,Hol_II,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Hol,44,01.01.1957,01.01.1957,26,110.0988,47.7,71,0.102,5,012.CFA6,12,1957,1
317,284,Mæl,Kraftverk,HYDRO_ENERGI_AS,930187240,Vestfold_og_Telemark,38,Tinn,18,01.01.1957,01.01.1957,37.5,185.6011,44.79,94,0.111,2,016.H2,16,1957,1
327,134,Haukeli,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestfold_og_Telemark,38,Vinje,25,01.01.1957,01.01.1957,4.9,38,268,2.14,0.636,2,016.BED2A,16,1957,1
435,399,Steinsfoss,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Vennesla,23,01.01.1957,01.01.1957,110,542.2186,58,244.44,0.125,2,021.A61,21,1957,1
441,181,Håverstad,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Åseral,24,01.01.1957,01.01.1957,48,293.7408,85,75,0.178,2,022.D80,22,1957,1
714,1185,Rosendal,Kraftverk,ROSENDAL_ELEKTRISITETSVERK_AS,982173779,Vestland,46,Kvinnherad,17,01.01.1957,01.01.1957,0.5,4,NA,NA,NA,2,045.4AA,45,1957,3
874,263,Matre_H,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Masfjorden,34,01.01.1957,13.04.2016,180,679.9,528.5,37.7,1.326,5,067.2Z,67,1957,4
1378,87,Fjæremsfoss,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Trøndelag,50,Trondheim,1,01.01.1957,01.01.1957,18.8,70.3656,27,80.33,0.064,3,123.A5,123,1957,6
1425,746,Byafossen,Kraftverk,NTE_ENERGI_AS,988340715,Trøndelag,50,Steinkjer,6,01.10.1957,01.10.1957,6,34.8,8,75,0.022,3,128.B1,128,1957,6
1627,148,Hjertvatn,Kraftverk,BALLANGEN_ENERGI_AS,971592117,Nordland,18,Narvik,6,01.07.1957,01.07.1957,2.5,6.2614,194.9,2.15,0.323,4,172.B,172,1957,9
1650,61,Djupfjord_II,Kraftverk,VESTERÅLSKRAFT_PRODUKSJON_AS,977044863,Nordland,18,Sortland_%u2013_Suortá,70,01.01.1957,01.01.1957,2.6,8.1091,109,3.29,0.218,4,178.44B,178,1957,9
1665,308,Nord-Forså,Kraftverk,NORDKRAFT_MAGASIN_2_AS,912432181,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Ibestad,13,03.11.1957,03.11.1957,1.1,7.6031,236,0.5,0.611,4,188.23Z,188,1957,10
105,522,Øvre_Tessa,Kraftverk,EIDEFOSS_VANNKRAFT_AS,923354220,Innlandet,34,Vågå,35,20.02.1956,20.02.1956,16,72.5578,175,11.19,0.397,3,002.DHB2B,2,1956,1
143,154,Hol_I_(Urunda),Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Hol,44,01.01.1956,01.11.1956,106,371.7256,370.6,32.4,0.909,5,012.CFB0,12,1956,1
214,73,Eidsfoss,Kraftverk,ELVANG_KRAFTPRODUKSJON_AS,925604569,Innlandet,34,Vang,54,01.01.1956,01.01.1956,4.1,16.2992,49,10.85,0.104,1,012.Q2,12,1956,1
512,161,Honnefoss,Kraftverk,DALANE_KRAFT_AS,982388406,Rogaland,11,Eigersund,1,07.02.1956,07.02.1956,2.88,8.7591,39.59,8.52,0.075,2,027.1C2,27,1956,1
751,286,Mågeli,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Vestland,46,Ullensvang,18,01.01.1956,01.01.1956,29,132.1838,610,5.8,1.389,2,049.A41,49,1956,3
1570,337,Reppa,Kraftverk,RØDØY-LURØY_KRAFTVERK_AS,915558119,Nordland,18,Rødøy,36,16.11.1956,16.11.1956,10,62.7,575,2.1,1.323,4,159.7Z,159,1956,8
1654,453,Trollfjord_II,Kraftverk,TROLLFJORD_KRAFT_AS,917983585,Nordland,18,Hadsel,66,01.01.1956,01.01.1956,1.3999,4.1059,450,0.4,0.972,4,179.211Z,179,1956,9
1656,224,Kvitfossen,Kraftverk,LOFOTKRAFT_PRODUKSJON_AS,987081414,Nordland,18,Vågan,65,01.01.1956,01.01.1956,1.8,6.364,240,1,0.5,4,179.33A,179,1956,9
1661,395,Solbjørn,Kraftverk,LOFOTKRAFT_PRODUKSJON_AS,987081414,Nordland,18,Flakstad,59,01.01.1956,01.01.1956,4.2,6.4667,84,8.22,0.142,4,181.3A,181,1956,9
1729,254,Luostejok,Kraftverk,LUOSTEJOK_PRODUKSJON_AS,924934891,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Porsanger_%u2013_Porsá%u014Bgu_%u2013_Porsanki,36,15.12.1956,04.02.2020,2.58,11.5,28.3,10,0.072,4,2.24E+14,224,1956,12
1734,289,Mårøyfjord,Kraftverk,NORDKYN_KRAFTLAG_SA,956740134,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Lebesby,38,09.02.1956,09.02.1956,4.4,22.5648,225.3,2.5,0.489,4,230.3A1,230,1956,12
5,441,Tistedalsfoss,Kraftverk,HALDEN_KRAFTPRODUKSJON_AS,887287562,Viken,30,Halden,1,15.11.1955,15.11.1955,20,107.575,66.09,36.08,0.153,1,001.A5,1,1955,1
26,75,Einunna,Kraftverk,ØSTERDALEN_KRAFTPRODUKSJON_AS,980343235,Innlandet,34,Folldal,29,30.03.1955,25.10.2019,9,42.6934,123,9.6,0.26,1,002.MBA4,2,1955,1
155,202,Kistefoss_II,Kraftverk,AS_RANDSFJORD_TREMASSE-_&_PAPIRFABRIKK,915297331,Viken,30,Jevnaker,53,01.01.1955,01.01.1955,4.2,23.7652,10.5,44.43,0.025,1,012.EA6,12,1955,1
287,439,Tinfos_I,Kraftverk,TINFOS_AS,916763476,Vestfold_og_Telemark,38,Notodden,8,01.01.1955,01.01.1955,41,190.9641,29.2,160,0.071,2,016.F2,16,1955,1
349,234,Langfoss,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Kragerø,14,01.12.1955,01.12.1955,2.4,13.1445,7.69,39.22,0.017,2,017.A0,17,1955,1
351,464,Tveitereidfoss,Kraftverk,SKAGERAK_KRAFT_AS,979563531,Vestfold_og_Telemark,38,Kragerø,14,01.01.1955,01.01.1955,2.6,13.6703,9.3,40.11,0.017,2,017.AZ,17,1955,1
987,180,Hålandsfoss,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Fjaler,46,01.07.1955,01.07.1955,4.85,22.5794,60,10,0.135,3,082.5A1,82,1955,4
1167,208,Kolfossen,Kraftverk,TUSSA_ENERGI_AS,876795442,Møre_og_Romsdal,15,Volda,77,01.01.1955,01.01.1955,2.7,14.4072,46,7,0.083,3,094.4C,94,1955,5
1277,9,Aura,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Møre_og_Romsdal,15,Sunndal,63,24.06.1955,24.06.1955,290,1852.07,783,46,1.751,3,109.5A1,109,1955,6
